mssv,namsinh,gioitinh,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,dtbhk_7,dtbhk_8
8AB125A2XPvAibaEXe9gJazs/pDnMZ2PHhOaazsg,2000,1,4.05,2.38,3.3,2.94,4.35,3.0,2.76,5.11
8AB37CC9XPvAibaEXe+a2rx5n1rBdpEJ+jrEzMLU,0,-1,6.39,6.7,6.44,6.13,4.9,5.86,3.63,6.14
8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06,1998,1,6.47,6.56,7.45,7.19,7.68,6.9,7.9,8.5
8AB9B860XPvAibaEXe+Ssm9D7QPetGVxh/3JcxG+,2001,1,9.13,8.49,8.06,8.39,7.79,8.33,8.3,8.59
8AC4A8D9XPvAibaEXe+8PTy9pH9lFw3lEJazpuWI,1997,1,8.04,7.57,6.65,6.92,4.96,3.78,6.23,0.34
8ACC923EXPvAibaEXe/Md8T4y692BxJ4xFD+IESz,0,-1,3.53,3.04,4.09,4.45,2.71,4.05,3.75,4.65
8ADDAE76XPvAibaEXe9MLbI3cCq2BDREIQt1DfUQ,1995,1,5.05,4.84,5.09,4.19,6.53,4.41,3.19,4.66
8ADDBE8DXPvAibaEXe/0VyaRB0LQpIEHQN7xQm4R,2000,1,7.03,7.96,7.73,8.48,8.06,8.67,8.27,7.99
8AE30135XPvAibaEXe9sM5Z76WtjcwuF98yPMA/J,0,-1,8.1,8.66,7.93,8.22,8.23,7.34,8.37,8.39
8AF3858FXPvAibaEXe/Jc8h2JxO5QW0P3kIt0sDc,2001,1,5.73,6.24,6.11,7.31,7.78,7.77,7.81,7.58
8AF458C4XPvAibaEXe/VynkpCVOuiUCJLa9Lc/7b,0,-1,8.41,7.92,7.68,7.14,7.49,7.21,7.44,6.11
8AF7527AXPvAibaEXe+el9HxC/V5Nh45YDvNf/am,0,-1,7.95,7.78,7.17,7.74,7.24,7.56,7.76,8.39
8B073054XPvAibaEXe9+3TdUbRXdLeTGAoi6tgF0,1999,1,3.16,2.1,2.22,2.38,2.97,2.94,3.95,3.8
8B1987BCXPvAibaEXe/twT+sf632faSMkP/nbJtw,2001,0,8.25,8.61,8.65,8.88,8.29,8.66,8.8,8.94
8B219947XPvAibaEXe9GD12MYYUX8voUDpkVwHuY,0,-1,8.01,7.79,7.81,7.62,8.01,8.07,8.62,8.84
8B274F66XPvAibaEXe+tSA7t7USLJ3R6XGTuNdY+,2000,1,3.75,1.95,0.84,4.06,3.1,3.6,5.97,4.09
8B35A264XPvAibaEXe8yPFclSS+31vguVg7vRLDI,0,-1,8.96,7.68,8.52,7.9,8.5,8.32,8.59,9.07
8B3D8B26XPvAibaEXe9o3csoNuwUvFp9HKjTdJZi,1996,1,6.73,6.9,6.64,7.28,7.4,7.23,7.55,9.1
8B4C175AXPvAibaEXe+h2uIGuNOb5EQHhmNB3fK/,0,-1,9.04,8.41,8.11,8.33,8.65,8.52,8.75,8.01
8B50D5D1XPvAibaEXe8JyzRlwVelIyaXHAbv0Cgb,0,-1,7.09,5.92,5.54,7.06,6.24,6.46,7.13,5.56
8B548A8BXPvAibaEXe8NoNh54Mn6M3g9jm2gcZy0,1997,1,8.63,6.15,7.75,7.91,7.4,8.43,8.03,8.5
8B568DA0XPvAibaEXe/iGey/Hml5ul4JptKf6cgz,1999,1,7.68,8.2,8.01,8.31,7.52,8.32,8.44,8.3
8B591503XPvAibaEXe/n+I5VgvrL40mjfMWojgHv,0,-1,6.35,8.0,7.7,8.0,7.75,7.49,7.74,8.29
8B6865C4XPvAibaEXe9S88+OcosOZlkjSngnL3LY,0,-1,9.5,9.07,9.18,8.19,7.91,8.24,8.05,8.45
8B68B2B6XPvAibaEXe/Nq24Gaz1feQIOYs4ndO2L,1999,1,4.99,5.43,6.88,7.15,6.63,7.44,7.29,7.5
8B6B6B01XPvAibaEXe9puzAyruoCKY5SIobrPyeV,2000,1,6.39,2.66,4.54,5.45,4.96,7.7,7.61,7.69
8B6F7CFEXPvAibaEXe+Kq/D5TJTXc9RYGdK1wAm1,0,-1,7.66,7.74,8.04,7.69,7.98,7.81,8.1,7.93
8B7499D5XPvAibaEXe9P07hcrvmhCcn1vUPlZj5m,1995,1,6.33,5.39,6.62,6.98,6.76,6.87,7.12,7.93
8B75E939XPvAibaEXe9o/lUQXb5f/9EzN7Db7CwN,1995,1,7.21,5.69,6.68,7.16,7.65,8.04,5.81,8.62
8B815297XPvAibaEXe//3t8+us0X0khfBNlWfzpk,1994,1,4.95,4.05,5.28,2.82,0.26,4.26,4.95,4.44
8B8467B4XPvAibaEXe8HxoLOw72ZICrNYU4vl38X,1996,0,6.76,7.24,7.35,6.82,5.85,6.73,6.08,6.27
8B9C9D85XPvAibaEXe/M+/uAwVeHhFw+4PtC9yPm,1999,1,8.91,8.73,8.82,8.8,8.51,9.01,9.4,9.26
8B9D1313XPvAibaEXe8HrHoULBseZ/N/7msJNkYO,0,-1,8.93,9.4,7.54,8.83,8.51,8.86,8.3,8.76
8B9DD5F1XPvAibaEXe/7VXm0xgXldIyNDzaf66fA,1998,1,6.06,3.95,5.94,4.77,4.85,5.05,3.85,3.53
8B9FD2DBXPvAibaEXe92CdOgj+Qa/bUGTQ7V3EuT,1997,1,7.58,8.18,8.45,8.29,7.47,7.88,9.17,8.73
8BA476A8XPvAibaEXe/N50hRf+Du8SkBRvC5SjAu,2001,1,8.06,7.96,7.08,8.59,8.33,8.14,8.16,7.72
8BB3BA1AXPvAibaEXe+RHL8JvXl21DvRnNeTP0++,0,-1,7.99,8.42,8.5,8.29,8.1,8.5,7.88,8.36
8BBA5160XPvAibaEXe+E43ovk5Cnp/tao33YkYzw,1997,0,6.08,5.56,6.65,6.39,6.71,6.52,8.0,6.76
8BD59EAEXPvAibaEXe/bcCn8ANC28PYRKmUZg4md,2001,1,7.29,7.48,6.92,7.15,8.77,7.37,7.73,8.47
8BD66DE8XPvAibaEXe9Bx5CZuIA9z4lpYtW5T9Ft,1995,1,4.7,6.97,5.67,6.71,6.69,7.75,7.9,7.23
8BD82213XPvAibaEXe9HkCcrMxoMGVpoUjCTX/fP,0,-1,8.35,7.07,6.88,6.77,6.69,7.58,7.85,7.69
8BE31DF9XPvAibaEXe8WD3qnVG2b/cOKJN6hzN9R,1995,0,6.82,7.52,8.95,8.04,8.47,8.16,8.27,7.76
8BE4F4C8XPvAibaEXe98bEweMyJa5shDiOI0iOQL,2001,1,5.61,6.98,6.39,6.73,7.23,6.89,7.44,7.18
8BE64F24XPvAibaEXe/dzmB8igeRMEPhMU2vS7s9,0,-1,7.53,7.79,7.81,7.79,8.18,8.26,8.02,8.46
8BED04B9XPvAibaEXe9W6UmNXS/RjmaQCx6KhmKK,0,-1,7.38,6.88,7.06,7.28,8.18,7.15,7.1,8.26
8BEE9330XPvAibaEXe8KQ+dBN9lrefXn+xQhYW+/,0,-1,8.93,8.59,8.4,8.26,7.05,8.02,8.07,8.1
8BF38196XPvAibaEXe+sa6H++BHvyjFRBxziM2nr,1997,1,8.03,6.37,7.47,6.5,8.08,7.15,2.69,0.25
8BFB5D57XPvAibaEXe+O6k9uKh6ikDQJe04XUDo+,0,-1,8.17,8.32,8.08,8.41,8.71,9.0,8.47,8.03
8C001BEBXPvAibaEXe/U5lSbganJ8zTvMD7rtjY7,1997,1,7.72,6.96,7.31,8.19,7.89,8.06,7.73,7.41
8C017745XPvAibaEXe+p5WOBbWD0M7ZNRkESEJkQ,1996,1,9.14,7.13,7.44,7.19,8.0,8.65,8.68,8.55
8C053506XPvAibaEXe8VziDgYa0u7kXETb28eD9J,1996,1,8.09,7.56,7.83,7.48,6.03,6.01,7.44,6.59
8C0E9865XPvAibaEXe80gGmWuNekT1ErEJxTk1W6,1995,1,6.11,5.08,5.23,5.43,4.98,4.34,3.13,3.66
8C1CD38BXPvAibaEXe8/V1eK05z044S2pOzZj+R0,1997,1,4.35,3.04,7.25,7.17,6.14,8.47,8.18,7.68
8C298ED3XPvAibaEXe/ZbeP+H+Olzl011CI3G37j,2000,1,7.65,5.98,7.25,6.47,7.68,8.7,7.97,8.8
8C2B119CXPvAibaEXe9d+rE/yvWoKP7F4Ob6tikl,1992,1,7.05,6.8,8.01,6.18,6.13,7.37,7.09,7.09
8C2FAA40XPvAibaEXe+NmgQbVGcjJ+7V2UMYMM22,1995,1,6.36,6.16,7.67,7.33,7.44,7.35,8.96,8.37
8C30E1DAXPvAibaEXe84XGPpoJW459ruD78uGOh3,0,-1,7.88,8.47,8.67,8.66,8.65,8.62,9.08,8.31
8C4FE4F4XPvAibaEXe8Lp0YaxzdqUjpNyxA6voae,1996,1,6.04,5.48,6.66,7.31,6.6,7.09,4.25,6.13
8C53D0BDXPvAibaEXe8zBeLfIMmoBPnGRTUU76bE,1996,1,7.71,7.39,7.25,6.97,8.35,7.06,7.12,7.33
8C5539D1XPvAibaEXe8nuCevWXzMu3a4xLooAe9F,2000,1,8.4,6.77,6.78,8.23,7.86,8.53,8.67,9.07
8C577AD6XPvAibaEXe9tSnfLfDeWas/1N+smW3yD,1997,1,4.05,2.07,2.03,2.78,3.44,3.53,0.7,4.31
8C5D825AXPvAibaEXe/KVW+JfXJB/tvWcmdxGSA9,1999,1,7.21,7.22,7.31,8.18,8.12,8.56,7.17,8.57
8C62C740XPvAibaEXe+LLvbxzunmJJqo+YWvKzjW,1995,1,5.43,4.33,5.38,6.12,2.06,3.51,4.17,3.86
8C665C07XPvAibaEXe8d+xuL7f/QxKNv73y8Hqr9,2000,1,8.49,7.83,8.31,8.96,9.07,9.21,9.2,9.1
8C6BB2B3XPvAibaEXe99cj54RqRPPxnExYwU4HtY,0,-1,7.14,6.96,8.03,7.46,5.6,6.98,4.77,5.92
8C6CA8A2XPvAibaEXe8riuHWhiKRR46DHR00XuHe,2000,1,7.39,7.87,7.49,7.45,6.6,7.56,8.27,7.58
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,1996,1,6.92,6.62,6.8,6.56,5.82,6.99,6.71,6.47
8C7C270CXPvAibaEXe9wxm0WjsXoKubLYbSvyxfG,1997,1,6.93,4.84,6.89,6.98,7.04,6.82,8.11,7.95
8C878FF8XPvAibaEXe+eRvTdABjauZA4QI6RgH36,0,-1,6.17,6.39,7.83,7.79,8.68,7.83,8.69,6.75
8C88FE6EXPvAibaEXe86ShnmDByrm22zyHZfDrSs,1998,1,8.24,7.6,7.53,7.56,7.54,7.63,8.04,7.4
8C8CCB39XPvAibaEXe+jpgatmakYN9dHca/ouEfc,0,-1,6.03,6.68,7.75,6.89,8.15,8.19,8.64,6.51
8C8E2AA7XPvAibaEXe+cD2dfYrNOt/D0YL78rqGh,1997,1,7.27,6.09,5.23,4.56,4.93,2.45,5.14,4.37
8C8E91ABXPvAibaEXe9HKUC7sboLjsWdscTF7HpM,1995,1,7.25,6.19,7.12,7.71,8.03,6.15,7.72,8.09
8C92B867XPvAibaEXe/4WyTnp6RTwlsF3Mt4zCZf,1999,1,6.08,4.66,5.38,6.73,6.34,1.61,4.77,4.87
8C94563AXPvAibaEXe9/yTscVGvCl5A7OiYAQNpQ,0,-1,9.22,8.68,9.09,8.55,8.92,8.23,8.09,8.73
8CA1B827XPvAibaEXe8XtTI6VHhlKJihw7MyS83P,2000,1,8.36,9.04,8.24,8.46,7.8,8.45,9.19,8.98
8CA28F7BXPvAibaEXe/YaY6MZEJIizomZ/O36W6O,2001,1,8.49,7.35,8.28,8.8,7.61,8.77,7.7,8.72
8CAC663CXPvAibaEXe/5JaXZuY2MgNxgDer9bgzi,0,-1,4.99,6.05,6.57,6.75,6.34,6.12,7.14,6.5
8CBEF78CXPvAibaEXe9Fr9h5GPmfNVZNaQYHjl/G,1999,1,5.7,5.57,6.61,6.43,5.97,7.18,5.63,6.96
8CBF750FXPvAibaEXe8FNnc+c+WuJJSdaOpS+4WS,0,-1,7.88,7.99,8.7,7.83,7.68,7.89,7.92,8.67
8CC1ADF0XPvAibaEXe9ev1y8S3u0zD7SAmaVJJov,0,-1,7.56,8.25,7.7,4.98,7.0,7.66,6.74,5.13
8CC3D2F1XPvAibaEXe+ckxeBGrfRpBQjI8bPRvtQ,0,-1,7.94,8.61,7.76,6.52,7.35,7.76,7.42,8.02
8CCCDEE8XPvAibaEXe8LHfATqQ4bHlOGq0O9OvkZ,1996,1,7.08,5.33,7.19,5.06,6.64,6.36,6.57,6.05
8CD041B4XPvAibaEXe/vOr21NN2MdjbLxZoSa1RG,0,-1,8.33,7.98,7.03,8.2,8.19,8.45,8.02,7.79
8CDADE17XPvAibaEXe86ShnmDByrm/PXR02YOZ+M,1998,1,7.89,7.81,7.85,8.36,8.63,9.07,9.06,8.71
8CDB1DC4XPvAibaEXe9mNMzpS14VgXMHRAUa/Ln9,1996,1,8.04,5.73,6.7,6.65,5.8,7.37,5.24,6.8
8CE77ECBXPvAibaEXe/d4nFnIhFaQqFH76bzFxpR,1994,1,1.17,0.41,3.52,3.83,3.19,0.86,5.56,6.82
8CF214C4XPvAibaEXe828ep1J4avvKknCs7fTdIw,2001,1,8.14,8.36,8.51,8.56,7.97,8.19,8.8,8.11
8CF384E1XPvAibaEXe8N+uD/a8GbgtIPLzEy25ad,2000,0,8.71,7.23,8.43,7.53,8.13,8.01,8.29,8.0
8CF6DCFCXPvAibaEXe+SrLE9JUD3pE/bATPqgzDb,1997,1,5.51,3.69,6.73,4.43,6.41,6.43,7.56,5.95
8CFE0343XPvAibaEXe8jolcsAIssTO2PM0KveWKn,1995,1,7.05,6.79,7.0,7.59,8.7,7.12,7.76,8.73
8D077F26XPvAibaEXe/9XMaU/9dsPw9rujlD3/zi,1996,1,5.08,2.73,6.07,6.18,5.17,4.2,6.01,4.34
8D0A1703XPvAibaEXe/UEORkxzaGRrK6igcA3kXc,1999,1,6.37,4.64,6.83,7.69,7.16,7.07,7.91,7.67
8D0FEB72XPvAibaEXe+QJ0MB5TsYNT16DxEfe5jF,1999,1,6.5,7.02,7.12,7.72,8.03,8.1,8.5,7.6
8D1E5C9AXPvAibaEXe9GD12MYYUX8ndq5ssC7X8B,0,-1,7.97,8.07,7.92,7.5,7.48,7.94,7.07,7.1
8D1E7426XPvAibaEXe/MiYlGBnfqw2r1dfrdItja,0,-1,6.79,7.93,8.24,7.7,8.32,7.9,8.05,7.9
8D1FD34FXPvAibaEXe/6es9ZTmhAJSrTTrc0XbOf,2001,0,6.78,6.2,7.08,6.99,7.08,6.75,5.54,7.19
8D203797XPvAibaEXe99j2P15eeB0yiSFSPp6gj3,1995,1,7.2,7.34,7.52,7.63,6.52,8.25,6.3,7.15
8D237F20XPvAibaEXe+SbxsvF9MWxDvKnG3oZERY,2000,1,4.06,3.3,5.3,6.13,5.64,4.52,5.7,2.9
8D2A88E7XPvAibaEXe9PHS03bFe3hAcrtKIEdRT0,1996,1,2.81,2.12,5.09,3.42,4.72,3.39,4.91,4.04
8D2B99D9XPvAibaEXe81fV8vPRwD6DZ50b+bojAD,2001,1,8.37,7.89,7.6,7.74,7.68,8.04,8.27,8.25
8D2BC807XPvAibaEXe8rZ8NuCiCoOdibUVZUJRil,2001,1,9.13,8.41,8.78,8.81,8.75,8.42,8.1,9.0
8D2D9740XPvAibaEXe/v5x/h23myCVTdxpmMdnBD,1998,1,6.55,3.36,7.03,5.49,6.93,6.44,6.5,6.51
8D2F7D47XPvAibaEXe+k2gCw0RZzlW/9HI+mqCpV,1997,1,6.24,0.26,2.47,5.13,6.06,3.68,5.19,4.0
8D39F40BXPvAibaEXe94sdmGYWWl8O09r7CM2IUA,2001,1,8.38,8.01,6.94,8.34,8.38,8.32,7.62,8.63
8D45BEA3XPvAibaEXe9TCu1KOAAoOcwpd/XK/N4H,0,-1,4.56,5.8,6.17,5.96,5.15,5.57,5.17,4.77
8D460AC8XPvAibaEXe8iDpfibljbVA9A2prE8EJk,0,-1,8.25,8.66,8.07,8.52,6.99,8.35,8.12,8.87
8D460FCAXPvAibaEXe8Vh+AQMuj+NKSEjWRw7WhC,1999,1,6.6,5.24,7.15,6.73,7.38,6.46,6.93,5.57
8D4A719AXPvAibaEXe+ltCXpm838vbQExhXSrFMN,1996,1,7.65,6.05,7.39,7.06,7.61,7.59,7.75,8.92
8D4C9069XPvAibaEXe950ls1WcjgCgRzc+VQ6xAG,0,-1,4.29,4.52,2.84,5.81,7.28,6.65,6.59,7.4
8D5691EDXPvAibaEXe9ev1y8S3u0zNjxPkreuIT2,0,-1,7.41,6.91,7.72,8.02,7.08,7.21,7.58,8.16
8D595135XPvAibaEXe/7VNok06ub0AZtZPeKXUSA,2001,1,5.93,4.95,7.85,5.66,7.71,7.12,6.42,5.62
8D5BECAFXPvAibaEXe9fX/Gi5okg4jr7PRKVgNnt,0,-1,7.97,6.83,8.14,8.02,8.23,8.24,8.36,8.06
8D5D416CXPvAibaEXe9mCnb3+Zz/PbPDgGJedFIu,1995,1,7.97,6.89,7.65,7.87,7.23,7.56,7.79,7.79
8D5EBFAEXPvAibaEXe8CN9MRovh0mIE2dQw/E+BK,1998,1,6.21,6.61,6.95,6.65,6.86,6.38,7.92,8.36
8D5FBC7DXPvAibaEXe8GdASsTPmlXglCtoQxJKU1,1999,1,5.21,6.34,6.6,5.44,4.84,4.89,5.61,3.68
8D62CE6FXPvAibaEXe9kEUKWGqhXVKmuvVwuh5oY,2000,0,7.89,6.47,7.02,7.52,8.79,8.69,9.3,8.54
8D656270XPvAibaEXe+Y0lGmaTa/AIXwE8qmYbX4,1998,0,7.37,7.23,8.02,8.27,7.56,7.75,7.97,7.72
8D75693DXPvAibaEXe/j7U1wtp2b2dfAfhlet5wl,1997,1,8.27,7.65,8.12,8.19,7.94,9.13,8.39,8.2
8D8048B1XPvAibaEXe+NwINRwPE8qkieLqPWJL6F,0,-1,9.03,8.63,8.17,8.21,8.28,8.07,7.78,7.58
8D83C8EBXPvAibaEXe/CLThnKnYPftp7DDS1wHtc,2001,1,8.43,7.83,7.11,6.0,5.48,7.03,7.1,5.14
8D86550CXPvAibaEXe91oS4V+OwHTvaADVxAHA/m,0,-1,8.72,8.74,8.09,8.35,8.15,8.85,8.48,8.92
8D8B2A65XPvAibaEXe9zES3Ot4N4SMtTPq8b6O8M,1999,1,6.66,4.79,6.66,7.2,6.79,7.16,5.52,6.59
8D8C6F1AXPvAibaEXe/Fi8ZYRfhF8exy6viOb4py,2001,0,8.57,8.23,7.86,7.18,7.38,7.54,7.81,7.97
8D92A814XPvAibaEXe873GBOa3btdzbdgHzFP/+P,0,-1,7.46,7.78,8.11,7.88,7.69,8.52,8.65,8.35
8D95D160XPvAibaEXe9zES3Ot4N4SMQO7XuvUQzq,1999,1,6.99,7.18,7.13,6.89,6.08,6.1,5.61,4.61
8D960C00XPvAibaEXe+4XPPXlKRz0G+sQO8p+6Po,1994,0,7.03,3.16,5.36,4.79,0.68,5.42,2.9,3.68
8D9A9BADXPvAibaEXe/RnFf25EKRr0mA+ok7dOWs,1998,1,8.33,7.22,7.83,8.08,5.97,7.01,6.4,6.94
8DA684D2XPvAibaEXe8zBeLfIMmoBKdZoQPMioeR,1996,1,6.38,6.06,6.08,5.71,5.23,6.59,5.28,6.47
8DA9638CXPvAibaEXe+sQSfsqovN90PxsvXBNfvp,2000,1,6.7,5.62,6.92,7.94,7.1,8.01,8.9,7.24
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,1996,1,7.18,7.33,8.11,8.5,8.2,7.28,8.13,8.65
8DB5C6EAXPvAibaEXe8WA4OgPtanSMEjuq/KlO99,1996,1,6.6,7.89,7.45,8.37,6.03,6.98,6.28,7.67
8DBB771CXPvAibaEXe+IUXdezTp2c+WnLaW5/Zsz,0,-1,8.71,8.16,8.23,8.11,8.43,8.14,8.46,7.36
8DBCBC74XPvAibaEXe+F5/cNCOrl8SRUhg2MAqol,1998,1,7.62,7.48,7.18,7.39,8.05,7.3,7.82,7.9
8DC338EFXPvAibaEXe/xTzwuk9WZJpPqITO7lo8y,0,-1,8.1,7.47,6.96,7.45,6.59,7.45,7.65,7.99
8DC4C789XPvAibaEXe+AJ6BPwFaII6Zy0P5mYula,0,-1,9.51,8.47,8.2,8.22,8.03,8.86,8.88,8.36
8DC6EBA8XPvAibaEXe+UdHzq6I3zLfwEWSlT5/E/,1995,1,4.02,4.64,5.58,5.8,7.1,7.13,7.18,7.29
8DCA5F0EXPvAibaEXe+DUF+563kBvb/pY4vJTipR,2001,1,7.42,6.8,7.02,6.5,9.18,7.02,5.9,7.51
8DD0A948XPvAibaEXe/UqphXuwxfvDAmKckeqaK4,2001,1,8.38,8.12,8.5,8.99,8.59,8.8,10.0,9.15
8DD2E6EEXPvAibaEXe+72vl6t/d8GaNddOCQ3/Hg,1999,1,5.49,3.58,0.38,1.61,0.73,1.87,2.89,1.13
8DD54882XPvAibaEXe+lo6eJkHWaQfUDaN2PBVrw,1995,1,8.07,7.91,8.43,8.81,8.61,8.21,7.86,9.0
8DD612F2XPvAibaEXe/3wuT/psvviRxXsPy37L06,1999,1,7.53,8.06,7.89,8.31,7.5,8.07,8.43,8.92
8DD97977XPvAibaEXe/NIxjlmPMMVe+LNKeQSDNF,0,-1,7.16,6.15,5.37,5.56,6.79,7.0,7.28,6.13
8DE058A5XPvAibaEXe/3wuT/psvviQxHCteLZzBq,1999,1,6.21,6.78,6.43,7.27,7.49,7.62,7.95,7.39
8DEEE6B7XPvAibaEXe+k2gCw0RZzlarFlldGczmw,1997,1,3.93,1.06,2.91,0.45,6.35,1.63,4.66,4.53
8DF80DC7XPvAibaEXe+GHNK19bpqC2HzcxrGb6J1,1997,1,6.97,2.59,7.81,6.46,5.6,5.46,7.06,5.75
8DFC58A2XPvAibaEXe/tRbq0ZEBEr3iF2syR+mKu,1996,1,5.85,6.88,7.0,6.77,6.8,6.59,6.79,6.69
8DFE6193XPvAibaEXe8n6FFpptVzUtx5eJW5tpY6,1997,1,8.0,5.94,7.97,7.08,7.52,7.58,7.49,7.39
8E021373XPvAibaEXe9iVChpJY9DIYFPYbTGo64d,1997,1,5.16,5.64,5.88,5.93,6.57,6.2,6.47,6.09
8E0A5C2EXPvAibaEXe+ZE1D25ZBslqyKdH19iXTn,0,-1,7.21,6.67,6.69,7.55,7.74,7.66,7.67,8.27
8E118118XPvAibaEXe9sM5Z76WtjczjgJ+P1mM83,0,-1,8.34,7.35,6.78,8.26,7.96,8.15,8.28,5.58
8E21A662XPvAibaEXe/iqucx09gCDFpLas1sxZRK,2001,1,8.26,8.52,7.5,8.13,7.73,7.56,5.1,6.74
8E266540XPvAibaEXe8NqWy7BE2q515BtqzWfNYl,0,-1,7.78,8.19,8.56,7.77,8.61,7.62,8.33,8.7
8E271845XPvAibaEXe873GBOa3btdyDdTyIC6y7m,0,-1,5.46,0.24,2.31,1.22,3.27,2.89,3.2,2.89
8E31C0DDXPvAibaEXe8+PBTAPRlCY2bQCO98MU9C,1997,0,8.74,6.92,8.14,7.99,8.14,7.33,8.1,8.26
8E36496EXPvAibaEXe8b1/xgQXfYgoK5B7oQsF6a,0,-1,5.84,8.38,7.48,7.96,7.05,7.43,7.64,6.98
8E49F159XPvAibaEXe/YKN5ysyYL7Hv6XLBu67/v,1995,1,5.48,7.42,6.75,3.88,6.66,7.09,7.4,7.56
8E592CC1XPvAibaEXe+NJiMjcH3vhJlSqWbTaFrE,1996,1,2.5,4.68,2.06,1.04,0.55,2.81,3.42,1.81
8E5BD5C5XPvAibaEXe9Fr9h5GPmfNZ+/kTWorCdp,1999,1,5.75,6.55,6.42,6.82,6.73,4.5,4.03,4.48
8E64794DXPvAibaEXe8n6FFpptVzUgm1Jr47OL0X,1997,1,7.71,7.02,6.38,6.02,6.99,6.85,8.3,8.5
8E67D2C5XPvAibaEXe/QqI5At3DBgul5/XfuN0ol,1997,1,7.19,5.3,7.26,7.29,6.22,6.34,3.49,4.17
8E6E77CEXPvAibaEXe+DKeI4hPUyRnshkuz/3Yxz,0,-1,8.16,6.87,6.09,4.93,4.71,6.14,7.43,6.83
8E77F8CFXPvAibaEXe/MiYlGBnfqwxtdT9EPG6tI,0,-1,7.51,8.36,9.03,8.22,8.24,8.49,8.56,8.64
8E7D8646XPvAibaEXe/uK56TxchG/W8ZUs58hwLi,0,-1,8.04,7.7,8.4,8.21,8.66,8.43,8.59,9.3
8E862257XPvAibaEXe86sbeN0/YCTScV+FsBuwvo,1998,1,4.61,0.06,2.21,2.67,4.43,3.47,4.32,5.04
8E862717XPvAibaEXe9pz/hgBFL5IENk9OawYzMm,1997,1,7.31,6.01,7.4,8.05,7.7,8.45,7.67,8.0
8E8957B7XPvAibaEXe/lR/YYAy+70UEHlNWoJR+0,0,-1,9.34,8.75,8.85,8.48,8.16,8.51,8.66,9.13
8E934EE0XPvAibaEXe8Is0U1Tzjs+w9mRRrzsLpw,0,-1,8.84,9.09,8.96,8.48,8.39,8.86,8.7,8.78
8E98DF09XPvAibaEXe+AdDQ9dDabOwH1+RgVACSr,2000,1,5.73,4.87,7.4,7.39,6.88,6.32,3.13,1.44
8EA62CACXPvAibaEXe/rR9uJzGOYEp5iErX1dcP7,1998,1,5.82,6.05,6.82,6.86,5.59,6.81,7.45,8.23
8EAA1DC7XPvAibaEXe/0v8CZZDrcguqio/Wjyv4N,0,-1,7.24,6.15,6.91,7.26,6.8,7.01,7.65,7.8
8EB3EFFAXPvAibaEXe8JNpgMW2c4UCJnjzLhTuma,2000,1,7.15,6.95,7.2,7.32,7.88,8.71,8.55,8.69
8EBD264EXPvAibaEXe8bO62utXl2FQow6oeqyxLK,0,-1,7.91,7.73,9.05,8.15,8.19,8.59,8.31,8.47
8EC19BC2XPvAibaEXe+ZE1D25ZBslizpQqx/oEu/,0,-1,6.62,6.41,6.38,7.89,7.16,6.75,7.91,6.69
8EC538B6XPvAibaEXe/7NEQj7YafNBP4C/PREB1F,2001,1,8.67,8.39,7.76,7.95,8.49,8.04,7.77,8.31
8ED1C83FXPvAibaEXe8l2SPBJihvxQ34CvmO4GN8,1999,1,8.02,8.8,7.73,8.2,8.74,9.2,7.9,7.16
8ED4F84CXPvAibaEXe8BcBqSm3bVhl4/s5JGZ9pz,2001,1,5.07,5.7,5.84,6.16,8.42,6.56,7.38,5.38
8ED99CB1XPvAibaEXe873GBOa3btd0S6nu2E9aKR,0,-1,6.2,3.99,5.91,5.63,3.61,6.6,5.6,6.15
8EDF0CBCXPvAibaEXe+eIy6TmCsZu0mu7wa7hWrc,1998,1,4.74,1.57,6.14,4.81,6.41,5.33,4.82,4.73
8EF7FC24XPvAibaEXe/QWjvABg0+vWsOzKaG9eAN,1999,0,5.6,4.65,4.61,5.75,5.61,6.04,6.62,7.55
8EF98EE3XPvAibaEXe86krjHGvaiW0Odpz049bJA,1995,1,7.08,4.4,5.43,6.02,4.94,6.47,7.57,5.74
8EFE1A69XPvAibaEXe8VTfh7IMCjrxsnc8mtq+B5,0,-1,8.19,7.68,7.78,7.86,7.77,7.43,8.42,8.3
8EFF9DB8XPvAibaEXe/RK0UQl+DMK2QZGoGqe/G5,0,-1,6.61,6.64,7.22,7.91,7.17,6.66,7.67,8.02
8F04CFD2XPvAibaEXe8vLaVJ0prXvpcPQIXYichj,0,-1,7.11,5.61,7.88,6.79,7.25,7.06,6.89,6.15
8F0602CEXPvAibaEXe+JbMLet4/UAbY7bvuEttuM,0,-1,9.38,8.83,9.08,8.96,8.22,8.47,7.93,8.9
8F1119D3XPvAibaEXe/04IiIK7okBcgSWyeIFMKt,1998,1,5.66,0.05,3.31,3.83,4.92,2.89,3.2,3.07
8F12E3BDXPvAibaEXe+rucNIMwNDAwjU/EvRIqLG,2000,1,8.44,7.74,7.94,7.67,7.31,8.18,8.64,6.67
