mssv,namsinh,gioitinh,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,dtbhk_7,dtbhk_8
83867C35XPvAibaEXe8LH8F9PEYD5cJXFZPYq+xy,1998,1,7.46,7.46,7.46,8.52,7.46,8.31,8.52,6.82
8398BD3EXPvAibaEXe89Arovz2AsdtMRSZrwJb8W,1998,1,5.43,1.36,5.43,2.72,1.36,2.44,4.89,3.26
839A1A0CXPvAibaEXe+uQMKXqrwYdgr0jNDc3VDK,1995,0,7.41,7.41,7.41,7.41,8.47,8.47,8.47,8.05
83AAD023XPvAibaEXe++7urnOIV05I2SPXpwjNv4,2001,1,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.17
83B07BDCXPvAibaEXe/hev6WBclXgYLu+V3nCr45,1998,1,8.88,8.88,6.66,8.88,8.88,7.77,7.77,8.44
83B76C01XPvAibaEXe/lOccskaOiO2K46r7t4qnt,1994,1,6.78,5.42,8.13,4.07,4.07,1.36,2.98,4.88
83BB92E4XPvAibaEXe9ElaXLEceHDkOx5Li0Kt79,1998,1,8.69,8.69,8.69,8.47,8.47,9.12,8.69,7.82
83BE0E42XPvAibaEXe8qgRlcblbl2ntqFY9HAKuj,1999,1,1.71,0.43,1.54,1.03,1.29,2.31,1.71,1.97
83C18F25XPvAibaEXe+cHxM5cHw4WsUHwqR7ET9a,1997,1,8.94,6.7,7.82,8.94,7.82,8.94,7.82,7.82
83C28D63XPvAibaEXe/GFbVLDV6SZHSpHddxdRyT,1996,1,6.82,5.68,7.95,6.82,6.82,7.95,7.95,5.68
83C6D744XPvAibaEXe/Ep1mHRpPbrHrYCHcKMYOX,2000,0,6.33,7.38,7.38,8.44,8.44,8.44,8.44,8.44
83C6F8BAXPvAibaEXe/vOr21NN2MduzaaT+rkjcX,1998,1,8.25,8.25,8.25,8.05,8.05,8.67,8.25,7.43
83C7E30EXPvAibaEXe9APrO/ahEJpsSNuBeoYfi+,1998,1,7.52,7.52,6.44,7.3,6.87,7.09,6.66,7.95
83D3F6C9XPvAibaEXe/Dy4K4yiQpOP6IiL6XGDu/,1995,1,6.9,8.05,8.05,8.05,6.9,8.05,6.9,5.75
83DB2704XPvAibaEXe9Z7etuXgcZZzwAzfwy/GK/,1998,1,7.72,8.82,7.72,8.16,6.17,8.38,8.16,8.16
83DC7949XPvAibaEXe+Mha34tPf5f61AXJ403Tx+,1998,1,5.21,6.26,8.34,6.26,6.26,6.88,6.88,7.51
83DCA101XPvAibaEXe9Z0fDyfUkzH4vSGY2cA9D0,1997,1,9.37,7.03,8.2,8.2,7.03,4.69,4.69,7.03
83F43C68XPvAibaEXe8PCwJaf/8k/O+DNQ4hI07p,1999,1,8.36,8.36,8.36,8.36,8.36,9.4,8.36,9.4
83F4E1E1XPvAibaEXe9QOCtJVbMuSdf/kTIbPo3D,1998,1,4.47,0.89,3.22,3.76,3.04,5.01,4.11,3.58
83F67FBFXPvAibaEXe95BgJyC1XgNcM67ghVT2ss,2001,1,8.86,7.75,7.75,8.86,8.86,8.86,5.54,7.53
83F8BF80XPvAibaEXe9eTi/C0qygJEFqn8XWtNDY,1998,1,8.33,7.29,7.29,7.91,7.7,7.5,8.12,7.7
83FAA9CAXPvAibaEXe+oo0hccQuSuOtStIwkWhsf,2000,1,5.47,6.57,5.47,7.66,7.66,7.66,7.66,7.66
8400C57BXPvAibaEXe/NIxjlmPMMVV+TchKmVrBn,1998,1,8.7,8.7,7.61,7.18,8.7,8.7,7.61,7.83
8405AB7AXPvAibaEXe8CSUzma4ok0sCCokPnZj1+,1995,1,2.08,4.15,4.15,4.36,3.32,4.57,4.15,3.94
840BA7D5XPvAibaEXe/EaMzFFtVZpC9I0eENTuuG,2000,1,7.68,6.58,7.68,7.68,7.68,7.68,7.68,8.78
840BF8BDXPvAibaEXe/p8168d80TYSBgSs2HJ1BT,1998,1,9.62,8.55,8.55,8.76,8.76,8.34,8.12,8.98
841DAEEEXPvAibaEXe9IFJLLU9DVVSo/AjzcgSIW,1998,1,8.57,7.5,8.57,7.5,6.43,7.5,7.5,6.43
84285E2EXPvAibaEXe82f6NwASlun+t+87HRGhJ2,1998,1,8.2,5.86,4.68,5.86,5.86,7.26,4.92,5.86
842C6987XPvAibaEXe+7lZeRkZH8Fe8JQtjgfS9W,1998,1,6.15,5.38,5.38,5.84,5.69,5.54,6.0,5.69
842DE726XPvAibaEXe91oS4V+OwHTvF8XRwzXzyo,1998,1,8.44,8.44,8.44,8.22,8.22,8.86,8.44,7.59
8442D4A1XPvAibaEXe8n6FFpptVzUnUcDJxNSI27,1997,1,8.04,6.7,6.7,6.7,6.7,8.04,4.02,5.36
84488B29XPvAibaEXe/EaMzFFtVZpGY8EEdZMOw+,2000,1,8.38,8.38,7.33,8.38,7.33,9.43,8.38,8.38
844BA991XPvAibaEXe8ZQB/g2cpypMy8eFWE0KZT,2000,0,6.7,8.04,8.04,5.36,2.68,1.34,3.21,6.16
844FC6F6XPvAibaEXe+Y5CB/5gt3MJxEmi5bZKP2,1995,1,6.39,6.39,7.46,6.39,7.46,6.39,7.46,8.53
846AE309XPvAibaEXe+ShNeuA9Jq+RNqgE+zhixb,1998,1,9.04,7.91,6.78,7.01,7.91,7.46,7.24,6.56
8473BC01XPvAibaEXe9c8zzi1cNA/SN7fEqjA7Rg,1998,1,7.68,8.77,7.68,8.12,6.14,8.34,8.12,8.12
8474C347XPvAibaEXe+/1KYXP+fweAETvLS68nEF,1998,1,6.44,5.37,8.59,7.52,7.52,7.52,8.59,9.66
847813E5XPvAibaEXe8BiuCDd5JsR+3Fv1LlkTQp,1998,1,9.5,8.44,8.44,8.65,8.65,8.23,8.02,8.86
847CC947XPvAibaEXe8caHEFy7zXtW7CW9QL7xoE,1998,1,8.37,8.37,8.37,8.17,8.17,8.79,8.37,7.54
8482A0ADXPvAibaEXe9fX/Gi5okg4nTAUCgwf/Fa,1998,1,8.91,8.91,8.91,6.68,7.8,7.8,7.13,7.8
8486E268XPvAibaEXe+zviMYuJzmlb0jqBEgt31X,1998,1,8.78,8.78,8.78,8.56,8.56,9.22,8.78,7.9
848AB351XPvAibaEXe+SgbKufUiN7OKpFsodMp2m,1997,1,6.72,5.6,5.6,4.48,5.6,3.36,4.48,4.48
84AF1CF1XPvAibaEXe9A8avg2Xms/yHRCW9PwY1i,2000,0,7.48,7.48,7.48,7.48,7.48,8.55,8.55,8.55
84B07D27XPvAibaEXe/8X6gsb95YiEWmebrSaF9F,2000,0,0.32,0.32,0.76,0.95,1.08,1.4,1.46,1.14
84B8F7A6XPvAibaEXe+ZjFxIq69W3O+Pz2B9WwrZ,2001,1,8.49,8.49,8.49,9.56,8.49,7.43,8.49,9.34
84BB8957XPvAibaEXe+k62RFIc5kZAYbNJp/1nhO,1998,1,8.95,8.95,8.95,8.73,8.73,9.4,8.95,8.06
84BEB79DXPvAibaEXe+SIoKUNff6nCIYWlwEOHBY,2000,1,7.86,6.74,7.86,8.98,6.74,8.98,8.98,5.61
84C35FAEXPvAibaEXe/BLy1WUS+NVj4ytGkizcS1,1996,1,6.92,3.46,8.07,6.92,3.46,1.15,1.15,4.61
84C5087FXPvAibaEXe9yFa4Od3meJ6iD44YNu4m9,1998,1,8.81,8.81,8.81,8.81,8.81,8.36,7.92,7.92
84CF78A7XPvAibaEXe9Z0fDyfUkzHzM2esLePC79,1997,1,8.21,4.69,5.86,7.04,5.86,5.86,7.04,7.04
84DF0B9CXPvAibaEXe8bHoSDwbr9Ut5j+T3UwLtg,2001,1,8.54,7.47,7.47,7.47,7.47,5.34,4.27,5.55
84E74364XPvAibaEXe9VY3GVIF2YyNGrwda/c3mn,1998,1,6.8,4.86,5.83,5.64,5.83,6.8,7.0,6.61
84E78EF7XPvAibaEXe/AdnwkoyhfDuNWqr7keeGm,1999,0,6.53,6.53,6.53,7.62,6.53,7.62,7.62,6.53
84E8B7EAXPvAibaEXe/HUuIVo8uCRwz6R8b6awLs,1999,1,6.57,6.57,5.48,6.57,6.57,7.66,6.57,6.57
84F1726EXPvAibaEXe/FejQN8/S5fHF/hPdc4T81,1995,1,6.14,7.37,8.6,7.37,3.69,4.91,4.91,4.91
85082BB5XPvAibaEXe+fW1Bg/roenCrjf8tUEWkI,1999,1,6.2,7.23,7.23,8.26,6.2,8.26,8.26,8.26
850C19C2XPvAibaEXe9gcLLHJLBBnZC5o6sMc8cs,1998,1,2.44,1.71,2.44,2.93,2.56,2.56,2.68,2.44
850D0B08XPvAibaEXe8p0SHbVuGO+kUmDDafojVa,1999,0,7.85,8.98,7.85,8.3,6.28,8.53,8.3,8.3
85100785XPvAibaEXe9FiaSoce50DO/IaKolpO0O,1995,0,5.65,6.79,9.05,6.79,6.79,7.92,6.79,7.92
851A2F6EXPvAibaEXe++P1Ki321T8V+ZvvTEOTWt,2001,1,8.44,7.39,7.39,8.44,7.39,7.39,8.44,8.02
851A5834XPvAibaEXe+V8Z3g2JN9F+H5E+uYNGb7,1998,1,6.32,6.32,8.42,6.32,7.37,7.58,7.16,8.21
851F6B5AXPvAibaEXe8CZDRB45S33CTiGmsmZ4G3,2000,1,6.3,7.36,7.36,8.41,8.41,9.46,9.46,8.62
85203DDCXPvAibaEXe+5IWWYgAKfUt88yrUZs+r1,1998,1,7.79,7.79,8.9,7.79,6.67,7.12,7.79,8.01
852208ADXPvAibaEXe8mAGU8TlDzss7DwViJt/jj,2001,0,8.15,5.82,6.99,6.99,8.15,5.82,5.82,5.36
852AB6FBXPvAibaEXe9zVZKaStZ09JfwDhFB+dyV,2001,1,3.24,1.62,2.81,3.35,2.59,3.02,2.48,2.81
8535E154XPvAibaEXe/KVW+JfXJB/gU0bKRUGdEa,1999,1,5.35,7.49,7.49,6.42,7.49,7.49,8.56,8.56
85364D87XPvAibaEXe+1n9LzrMgTl2JbEW8ytz01,2000,1,8.62,8.62,7.55,8.62,8.62,8.62,8.62,8.62
853C37D0XPvAibaEXe94sKKoWENjB9jIyDYOxlKa,2001,1,9.36,8.32,8.32,8.32,8.32,8.32,7.28,8.73
853C72A6XPvAibaEXe+NlBH3sQF3EzMofinb5dov,1998,1,6.9,5.75,5.75,4.6,3.45,4.6,4.83,5.06
853E0DEEXPvAibaEXe8+b4756rik/pW1OJFozqnF,2001,1,6.75,4.5,5.63,6.75,7.88,7.88,6.75,8.1
854BACA2XPvAibaEXe/MFNByxh05b03wVM7UTjgR,1999,1,6.55,4.37,6.55,2.18,3.49,3.71,4.15,4.37
854DCE91XPvAibaEXe+VxRd54HULEx9Z17eOqRWj,1999,1,7.37,8.43,7.37,7.37,8.43,8.43,7.37,7.37
8551438DXPvAibaEXe/X5qOvA9deFcCm7Tv0Ewbt,2001,1,6.01,6.01,4.0,5.4,6.01,6.01,5.2,6.81
85517F77XPvAibaEXe92Mw4ZEAxz00FpFR/WdtyQ,1998,1,5.27,3.95,7.9,7.9,5.27,7.9,7.9,7.9
85573622XPvAibaEXe/F8UIBT+N0T6mWVF6dx9aU,1996,1,9.34,7.26,7.26,7.26,7.26,7.26,7.26,9.34
855EBAB6XPvAibaEXe/GP74oAJxkeFK3GK4jlLCA,1996,1,5.74,5.74,6.89,5.74,8.03,6.89,6.89,6.89
85676B0CXPvAibaEXe/qQxqlVrMEUggX+njU/Ahu,1998,1,6.66,4.44,2.22,4.44,4.22,3.33,5.33,4.22
856DA928XPvAibaEXe9cYfl6D6BtPIX0tfSptrp+,1996,1,8.69,6.52,7.61,7.61,6.52,7.61,7.61,7.61
85749327XPvAibaEXe+y4Ivhjp8SxkP1bWnA7tQ7,1995,1,5.9,3.93,9.83,1.97,5.9,7.87,7.87,3.93
8575BCE8XPvAibaEXe+T+pdYLenbrq6K/k7KlA6S,1999,1,2.25,0.56,2.03,1.35,1.69,3.04,2.25,2.59
85765F51XPvAibaEXe/7VXm0xgXldMr8iJn1d/nL,1996,1,3.36,7.83,5.59,6.04,7.83,4.48,6.71,8.95
85792BADXPvAibaEXe8wj1bWOnrKYcdeBVNOszQG,2001,1,9.01,7.88,7.88,7.88,7.88,7.88,7.88,8.33
85883209XPvAibaEXe/yPsCkMlAHIvT6rGJpcJqz,1998,1,7.28,6.24,7.28,7.07,7.07,7.48,7.69,7.9
858AC396XPvAibaEXe8JVGhFAfQ9UyDEoo1yIYls,1998,1,7.79,8.9,7.79,8.23,6.23,8.45,8.23,8.23
858CB97CXPvAibaEXe9vxrzlowp+zI1Sy8v/dU4U,1998,1,6.43,7.5,7.5,7.5,7.5,7.07,8.36,8.14
858DCF80XPvAibaEXe9PDEhlfOA/z79rx8ZyWJXT,1996,1,8.03,4.59,6.88,6.88,8.03,8.03,6.88,8.03
85920946XPvAibaEXe/6es9ZTmhAJWULVfgdHLzy,2001,0,8.5,8.5,8.5,7.44,9.56,8.5,8.5,8.5
8597DA07XPvAibaEXe/aKtNDHjDg7b4u56X9Ta0R,1998,1,7.2,7.2,7.2,8.02,7.82,7.61,7.0,6.58
85983EA4XPvAibaEXe8JWtGEakXx02+TR+0bZzyy,1998,1,7.46,5.33,7.46,6.61,6.39,7.67,5.75,7.89
859FF4B4XPvAibaEXe/V2dF0qjs8bS+3GhPtTevf,1995,0,6.25,6.25,7.29,7.29,8.33,8.33,8.33,8.33
85A1EF64XPvAibaEXe/asAVnWDRS7aDwG/eutYGP,1995,1,7.38,8.43,8.43,9.49,8.43,9.49,9.49,9.49
85A831D1XPvAibaEXe9Hf/fJ8gF3WjBI6YI4IAgm,2001,1,6.3,5.25,7.35,7.35,8.4,8.4,6.3,8.19
85AB9A11XPvAibaEXe+cD1fKElqxL3rmZzDf2Nuw,1994,1,6.24,6.24,6.24,3.74,7.49,8.73,7.49,6.24
85AE4EA5XPvAibaEXe8Pno0mP3gNIlGAXs5QkLa3,1998,1,4.65,5.81,5.81,1.16,6.51,4.65,4.19,4.88
85B8581AXPvAibaEXe9kJ+qYUUrp691e6albNlig,1998,1,7.46,7.46,7.46,7.46,7.46,6.39,7.46,8.53
85C2D27FXPvAibaEXe/Dy4K4yiQpOJHnLNT8mIEk,1995,1,6.62,5.3,6.62,5.3,5.3,7.94,7.94,7.94
85C41091XPvAibaEXe9iKIRwqei6/E3o02jlnmLt,1991,1,7.23,8.26,8.26,8.26,8.26,8.26,8.26,8.26
85C8607CXPvAibaEXe8YaJ+XvjGNa1BuewnFqcxs,1996,1,7.42,4.95,7.42,6.19,7.42,7.42,7.42,7.42
85DFE3D3XPvAibaEXe/Twrxaq444c79eEBE4Xz7H,1996,1,6.36,6.36,7.42,7.42,7.42,7.42,7.42,8.48
85E5D35CXPvAibaEXe/31hnRTOucctwAmo04O+7y,1998,1,8.5,8.5,8.5,7.44,6.38,7.65,7.65,7.86
85E62673XPvAibaEXe+55g1kTuqhAxvdhsciV5yT,2001,1,8.48,8.48,8.48,8.48,8.48,7.42,6.36,8.06
85F02789XPvAibaEXe/jTKXgBOsBDcOH3HEQTRZ9,1998,1,3.91,4.88,7.81,4.69,5.66,6.64,6.45,6.84
85FA5549XPvAibaEXe9X5bpEKoa0msFO9rQKADMb,1995,0,7.42,8.49,8.49,8.49,8.49,8.49,7.42,8.49
85FA78C1XPvAibaEXe9kJj6rlg7lVbPavUfhbkkS,1998,1,7.57,8.65,7.57,8.0,6.06,8.22,8.0,8.0
85FB5A09XPvAibaEXe/z8kRiyNmKNhaUCj66cZw4,1998,1,7.7,7.7,6.6,7.48,7.04,7.26,6.82,8.14
86053F82XPvAibaEXe81r7KrCH0uc8qhbnpGNt/A,1999,1,5.4,3.24,3.24,3.24,3.24,3.67,3.45,3.89
860B777FXPvAibaEXe+rQqH2xQ3mK2VLnhUsaRXR,1998,1,8.61,8.61,8.61,8.39,8.39,9.04,8.61,7.75
860E35B6XPvAibaEXe/SxwNRab2vgE+RrjvZeuIL,1994,1,5.05,3.78,2.52,1.26,4.29,3.03,4.04,5.55
86118223XPvAibaEXe8zBeLfIMmoBG0JCFEfZPsm,1996,1,6.11,6.11,7.33,6.11,6.11,6.11,6.11,6.11
861C639FXPvAibaEXe+TFgEDwYNnvaxZ22c6n1Hy,1994,1,6.41,5.34,7.48,8.55,7.48,8.55,7.48,8.55
86226721XPvAibaEXe/RK0UQl+DMKyymMc+NMAoo,1998,1,6.6,5.5,5.5,4.4,5.5,4.4,5.28,5.72
86251376XPvAibaEXe+9GFX9aWroRIB/Av3VNcgb,1994,1,7.31,7.31,8.36,8.36,9.4,9.4,9.4,8.36
862B285BXPvAibaEXe8srAaK3cpz/4glrU/ko4OO,1998,1,8.45,8.45,8.45,7.39,8.45,8.87,8.23,8.45
862B957BXPvAibaEXe8CYkXkPteanPQBG4c3QRZV,2001,1,8.49,8.49,7.43,7.43,7.43,8.49,7.43,7.85
862ED280XPvAibaEXe9dgf/EzU6ZBVtpTEy01yu6,2001,1,9.45,8.4,8.4,8.4,8.4,8.4,8.4,8.4
864379E4XPvAibaEXe++6Ju+6+XUgyYRcm+VwXIx,1998,1,6.39,8.52,7.46,8.52,7.46,7.88,8.31,8.1
8645D5C1XPvAibaEXe80fNfj41Ir0cW2uX+lvmPJ,1998,1,1.7,5.1,4.25,3.4,4.59,4.76,4.76,5.1
8646B3F5XPvAibaEXe8n5o9RyAxUM2xQqrHCbibu,1999,1,4.82,7.23,7.23,7.23,4.82,4.82,6.03,8.44
86475D27XPvAibaEXe+6DwsvcvouVX0Imwtv+1AY,1998,0,7.58,5.41,8.66,8.66,7.58,7.58,7.58,7.58
864FBB9BXPvAibaEXe9zkQY6ucuvgIwYtXQsTFnB,2001,1,8.86,8.86,7.75,7.75,7.75,7.75,8.86,6.65
8655E245XPvAibaEXe8oz3/loyZiHGmyHAk2SJ56,1999,1,8.6,7.53,7.53,8.6,7.53,8.6,8.6,8.6
865C5DD0XPvAibaEXe/bcEbwNVP7Gw0mipTY+spp,1999,0,8.54,7.47,7.47,8.54,7.47,8.54,8.54,8.54
865D73E2XPvAibaEXe/N50hRf+Du8dPbajFFA8tO,2001,1,8.1,8.1,7.09,8.1,8.1,8.1,9.11,8.91
866AD68FXPvAibaEXe+9v37KcInSIbcNpYFNgcyV,2000,1,7.8,6.68,7.8,7.8,7.8,7.8,7.8,6.68
867BEA6DXPvAibaEXe+gzQv7yQRYbgFJ+rR2hgzp,2000,1,6.15,4.92,4.92,4.92,3.69,6.15,7.38,4.92
8688239BXPvAibaEXe+lo6eJkHWaQdxLz0hNOYmX,1995,1,7.08,8.26,7.08,8.26,5.9,5.9,8.26,5.9
868863FEXPvAibaEXe873GBOa3btd518jZN0d2w4,1998,1,7.47,8.54,6.4,8.11,7.9,7.68,8.32,7.26
8694C38AXPvAibaEXe+xRE5267JUoMoFokB0cvtR,1996,1,5.16,6.45,7.74,6.45,7.74,6.45,6.45,7.74
869ABE5AXPvAibaEXe/ETkXgDMKQ8fKK4ufgBOtT,1996,1,6.49,7.57,7.57,7.57,8.65,8.65,7.57,8.65
869C382DXPvAibaEXe+6MN9FoW2mqQya+xnXT/o1,1995,1,6.1,3.66,2.44,4.88,4.88,4.88,3.66,4.88
869D28FBXPvAibaEXe+Jp/UzOSm9aJLbOSyZiUgU,1998,1,6.63,5.53,5.53,6.63,6.63,7.74,6.41,7.3
86A2DE3DXPvAibaEXe+g2dQ0D263aYeQM20ZIAQY,1998,0,7.64,6.55,7.64,7.64,6.55,6.55,8.73,6.55
86A512A9XPvAibaEXe91XNm8j/Yx+5o8fZuGULZy,1998,1,8.52,8.52,7.45,8.52,8.52,8.31,8.31,7.45
86AB6605XPvAibaEXe9Z0fDyfUkzH9gqkDGl5slM,1997,1,7.09,5.91,7.09,7.09,7.09,1.18,4.72,4.96
86B0B88FXPvAibaEXe9jjgNhrmbJFIthGYmG4ggs,1995,1,8.37,5.58,5.58,8.37,8.37,6.97,4.18,4.18
86B3B846XPvAibaEXe+1qnC7LACO/VtQXe02bIe6,2000,0,7.3,8.34,7.3,7.3,7.3,8.34,9.38,9.38
86B5298AXPvAibaEXe+M8kZrNqSN4w4qyM+/aV+I,1998,1,8.62,8.62,7.54,7.11,8.62,8.62,7.54,7.75
86BAF9A6XPvAibaEXe/IDqkIV3HZqkYcMCmfmvzP,1998,1,6.76,3.38,7.88,4.51,3.38,4.96,4.96,4.51
86BC835BXPvAibaEXe/Md8T4y692B9h6jiRTkb+/,1998,1,5.34,4.27,6.41,6.41,6.41,4.49,7.27,6.2
86BCB003XPvAibaEXe8p96AS83uGSgky/2XFKeug,1998,1,7.95,9.27,5.3,5.56,4.77,4.77,5.56,6.89
86C0AEB2XPvAibaEXe8b36blNCVklTWz8zQtWBf/,1999,0,8.63,9.7,8.63,8.63,8.63,8.63,8.63,8.63
86C4B808XPvAibaEXe/aKtNDHjDg7dUA80OUiUjg,1998,1,8.82,8.82,9.92,9.26,8.6,8.82,8.38,8.82
86CD5F66XPvAibaEXe9WgQQLl7rkkx9vDHxmdt93,1998,1,7.57,6.49,8.66,7.57,7.57,7.57,8.66,7.57
86D111DBXPvAibaEXe9A8avg2Xms/5B/+ABLCcEa,2000,1,7.26,8.3,8.3,8.3,7.26,7.26,7.26,7.67
86D6879BXPvAibaEXe8qDEUV6uDVhJ1eG7O4gpnX,1998,1,7.43,7.43,7.43,7.43,6.37,8.07,7.22,6.79
86D95EF1XPvAibaEXe+wnAHzeNC8Ynp88+vLxS5+,2000,1,5.01,1.0,3.0,5.01,3.0,4.01,4.61,4.61
86DB68FDXPvAibaEXe8OnqoI053GrzTBy9VWhJXs,1999,1,5.65,5.65,6.78,6.78,6.78,6.78,7.91,7.91
86DC3C3BXPvAibaEXe9APrO/ahEJpp6s9ALOEQqW,1998,1,8.74,9.83,9.83,8.74,8.74,8.96,8.96,9.17
86E0E58EXPvAibaEXe8jOKYsh0sA3sRzSTmujJhR,2000,1,9.58,9.58,8.52,8.52,8.52,8.52,8.52,7.45
86E2C0FCXPvAibaEXe+Hl3bsG7JYGgDeZSKGFhcs,2000,0,8.53,8.53,8.53,8.53,8.53,8.53,8.53,9.59
86E7484CXPvAibaEXe+YGniCiyMp01wim0VjC6EG,1997,1,8.7,6.52,8.7,7.61,7.61,7.61,8.7,7.61
86F52BDDXPvAibaEXe/LNLhWI8bipcbs0mWowXgd,1998,1,7.46,6.39,8.52,6.82,6.82,8.1,7.67,8.95
86FE43D4XPvAibaEXe87zPkGv/Pdbt3Q4ufmJASb,2000,1,7.34,7.34,6.29,8.38,8.38,8.38,9.43,8.38
870788F3XPvAibaEXe/7kKaS8/f9RV/4PGRM1bPg,1999,1,7.54,5.39,6.46,6.25,6.46,7.54,7.76,7.32
870DA393XPvAibaEXe9fQfcnjuJOfx90S0LY/cA1,1998,1,8.59,8.59,8.59,8.37,8.37,9.02,8.59,7.73
87101AC7XPvAibaEXe9DjwUQ+Cta8bqWf3Fj4I2a,1997,1,9.3,8.14,6.97,8.14,6.97,6.97,8.14,4.65
8717D499XPvAibaEXe/MfZZZHaQjv2owObLYhxsL,1998,1,9.73,8.65,8.65,8.86,8.86,8.43,8.22,9.08
8719AFF0XPvAibaEXe+cD1fKElqxLxHCg1eAHaJE,1995,1,6.21,3.73,6.21,7.45,7.45,7.45,7.45,8.69
8719DDB5XPvAibaEXe9KRifo2bJPJNLrEIB6KxVw,1998,1,7.03,6.02,7.03,6.82,6.82,7.23,7.43,7.63
871B2243XPvAibaEXe9xLAZM12QrYB8PIzg5EysT,1998,1,8.77,8.77,9.87,9.21,8.55,8.77,8.33,8.77
8724B09CXPvAibaEXe/nRR7q+hWy3LGGAca76MRg,1996,1,5.54,5.54,7.76,7.76,8.87,7.76,7.76,8.87
872B886BXPvAibaEXe/ymdOQ2mCWJCPxEZRqJ9WK,1998,1,7.43,7.43,7.43,8.28,8.06,7.85,7.22,6.79
872C2CCCXPvAibaEXe9hSzSdeSAT0sYBeBBZTXFV,1996,1,7.49,6.42,7.49,7.49,7.49,7.49,7.49,7.49
87411144XPvAibaEXe+Ff3P1PNDBGCX7+QyDShd2,1998,1,8.06,6.91,6.91,4.61,5.76,6.22,6.68,6.45
8746D01EXPvAibaEXe+RaLErOlzghYnCx5AxfxIs,1997,0,7.76,0.97,4.07,3.88,4.85,5.62,5.24,4.65
87574F06XPvAibaEXe//eUaw4J38K3j6lIfYVVn1,1997,1,5.84,5.84,5.84,5.84,6.82,6.82,6.82,6.82
875CBE51XPvAibaEXe/cAy9n2SNhGPFZf6KmgwxB,2000,1,6.76,7.89,6.76,6.76,6.76,6.76,5.63,6.76
87631FE0XPvAibaEXe9h45naFhFKYou0t6I4ZNMt,1995,1,5.86,5.86,4.68,3.51,7.03,5.86,4.68,4.68
8763C935XPvAibaEXe9ev1y8S3u0zC/bwd1VPrLg,1998,1,8.49,8.49,8.49,8.49,8.49,8.06,7.64,7.64
8764ACDFXPvAibaEXe+QctIYCWb8TAE1+2vB7UsS,1998,1,7.05,6.04,6.04,7.05,7.05,7.05,7.65,7.85
8768F8C6XPvAibaEXe99GOtI/HwJhbjQYtWWcC2q,1995,1,4.33,2.16,3.75,4.47,3.46,4.04,3.32,3.75
876B4468XPvAibaEXe+LbSgCtk53mes10O54H0bY,2000,1,7.74,7.74,6.64,7.74,4.43,6.64,8.85,8.85
8772F0BAXPvAibaEXe/Xn8KZjn44cTSiZLpRIHmr,1995,1,7.35,7.35,8.4,8.4,8.4,8.4,9.45,8.4
877F427EXPvAibaEXe8B6jbWYL2ytARzv0I6OK9u,1996,1,6.31,8.42,7.36,7.36,7.36,8.42,8.42,9.47
8784973BXPvAibaEXe/Jc8h2JxO5QWDOcxh8OWeR,2001,1,9.47,8.42,8.42,8.42,8.42,8.42,7.37,8.84
87890AAFXPvAibaEXe/X5uT1FaYTT6t9uoWJqBtF,1999,1,5.07,6.34,6.34,7.61,6.34,5.07,8.88,7.61
8791F89DXPvAibaEXe+RaLErOlzghS2UbdroJGeR,1997,1,8.9,7.79,7.79,8.9,7.79,7.79,7.79,7.79
8793F3EFXPvAibaEXe+cpn4CEMdOCuZ7OprAcFB2,2000,1,8.6,7.52,8.6,7.52,7.52,7.52,8.6,8.6
8794AC29XPvAibaEXe/O4Y61Y5ktaBg1oNE27giO,1998,1,8.66,8.66,8.66,8.66,8.66,8.23,7.79,7.79
87952F58XPvAibaEXe9usUd9iNN9jBj3nbSudNb8,2001,1,6.31,6.31,6.31,5.26,7.36,7.36,6.31,7.99
879FF7E3XPvAibaEXe+okMSMP+f8CsN2ZsNg3sav,1998,1,3.32,7.75,6.65,6.65,6.65,6.42,6.87,7.53
87A1FCAFXPvAibaEXe8OLQLlidG6/2sMV923FD85,1998,1,4.54,5.67,6.81,6.81,5.67,6.81,7.94,4.54
87A34A6AXPvAibaEXe8FGyuwtFnKnDyhYSSVBiY/,1997,1,7.78,5.56,6.67,7.78,7.78,8.89,7.78,7.78
87AAD1EBXPvAibaEXe+3hDjf+K3BYZukzpuTKJ9I,1999,1,5.63,6.75,6.75,6.75,5.63,7.88,7.88,1.13
87AB1BF1XPvAibaEXe86krjHGvaiWxMmjETCt6JV,1996,1,7.74,6.64,6.64,6.64,6.64,7.74,7.74,8.85
87AF8791XPvAibaEXe+1n9LzrMgTlyOUFgzoZIkE,2000,1,8.55,9.62,8.55,8.55,8.55,8.55,8.55,7.48
87B59D7EXPvAibaEXe8viFE72aSvBvynnDI9B4Dh,1998,1,6.43,8.58,7.51,7.51,7.51,8.15,8.15,8.58
87B6CE87XPvAibaEXe9kEUKWGqhXVKcRZSrAS5QV,2000,0,7.69,7.69,6.59,7.69,7.69,7.69,8.79,6.59
87BB7E2FXPvAibaEXe+rucNIMwNDA6ymJDPle8kB,2000,1,7.33,7.33,7.33,8.38,8.38,7.33,8.38,8.17
87BD981FXPvAibaEXe8d+xuL7f/QxNgglGkOAI2P,2000,1,8.48,8.48,8.48,8.48,8.48,9.53,9.53,8.48
